"admin3Name","admin2Name","admin1Name","date","mean","stdDev","admin1Pcod","admin2Pcod","admin3Pcod"
"Beit Mellat","Akkar","Akkar",2020-01-01,3.2691588,1.3557026,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2024-04-01,1.7046599,0.4090461,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2023-03-01,1.8753371,1.0104377,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2018-03-01,3.5019213,1.7540573,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2024-07-01,2.1659397,0.6885341,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2022-08-01,0.837145,0.244811,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2021-03-01,3.0433025,1.4744027,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2024-03-01,1.1108234,0.3067286,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2019-09-01,3.4694063,1.3262594,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2022-09-01,0.7494332,0.4782929,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2023-02-01,0.7170465,0.0919748,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2022-11-01,0.7599403,0.0662618,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2023-06-01,1.4297196,0.6150493,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2019-02-01,3.1838395,1.2871856,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2020-03-01,2.7971331,0.9961693,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2019-08-01,3.6157101,1.6248657,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2023-01-01,0.6740901,0.1073309,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2018-10-01,3.5830698,1.5710341,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2018-02-01,3.1822076,1.6592741,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2021-08-01,2.2747881,0.8745433,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2019-01-01,3.999454,2.6520183,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2024-09-01,1.594636,0.3328616,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2021-09-01,1.9979027,0.9460995,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2021-02-01,2.6558771,1.2179607,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2021-11-01,1.6705012,0.9863243,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2022-06-01,0.8745704,0.0886531,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2018-07-01,3.3486606,1.7374554,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2019-10-01,3.5664886,1.3803501,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2019-05-01,3.6772972,1.5354503,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2022-04-01,1.4775984,0.6323085,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2022-02-01,1.0607279,0.0675694,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2023-08-01,1.6322464,0.4794181,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2023-12-01,2.2640484,0.9061016,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2018-09-01,4.0827684,2.2293335,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2018-04-01,3.5770823,1.6912689,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2019-12-01,4.3702327,2.0895712,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2022-10-01,0.7483264,0.0756121,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2022-03-01,1.6011724,0.8565872,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2018-11-01,3.3028252,1.4280871,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2020-12-01,3.5735173,1.3946038,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2024-08-01,1.8940901,1.1270786,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2024-02-01,1.0926343,0.2268087,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2020-05-01,3.2666527,1.4497675,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2020-07-01,2.6111366,0.7983075,"LB7","LB51",35174
"Beit Mellat","Akkar","Akkar",2024-06-01,2.2685621,1.3253832,"LB7","LB51",35174
"Beit Menzer","Bcharre","North",2022-12-01,0.724508,0.00625,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-12-01,0.9575234,0.28375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-09-01,1.5658032,0.3024999,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-10-01,0.8514525,0.1,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-04-01,1.4410542,0.0412501,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-03-01,2.0420983,0.42625,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-03-01,1.5800636,0.14375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-08-01,2.2194879,0.675,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-06-01,1.9173728,0.5512499,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-01-01,2.2480254,0.3025,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-07-01,2.0020682,0.325,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-07-01,2.2432262,0.49,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-07-01,1.181834,0.07875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-10-01,2.4321585,0.17625,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-05-01,0.8876071,0.19375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-09-01,1.9461947,0.4037499,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-04-01,1.877172,0.12125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-08-01,1.4096185,0.04625,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-10-01,2.5073326,0.2287499,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-01-01,2.1716734,0.2175001,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-06-01,1.6681058,0.27375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-09-01,2.1114591,0.3012499,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-12-01,2.3578213,0.12625,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-12-01,1.8367203,0.3675,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-10-01,1.0676774,0.01875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-11-01,0.8129618,0.0275,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-02-01,0.795984,0.21,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-11-01,2.0219009,0.24875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-03-01,1.4597859,0.235,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-03-01,2.7350903,0.1075001,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-11-01,0.9173159,0.21125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-03-01,1.3635509,0.575,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-08-01,1.0188521,0.005,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-10-01,1.8215663,0.12375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-04-01,1.5636647,0.3025,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-06-01,1.9751673,0.3087501,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-05-01,2.412249,0.5725,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-11-01,2.4037015,0.0875001,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-06-01,0.8711111,0.0925,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-03-01,2.525753,0.5475,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-09-01,0.7618507,0.025,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-07-01,1.7049331,0.31125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-01-01,0.8819812,0.00375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-08-01,2.9527644,0.1675,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-05-01,2.0415596,0.76875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-07-01,1.936486,0.53,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-10-01,2.0918608,0.4350001,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-09-01,1.1757597,0.12875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-02-01,0.8894779,0.15125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-12-01,2.5001305,0.5925001,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-08-01,1.9701204,0.16625,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-01-01,0.7364826,0.0425,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-02-01,2.7907497,0.47875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-05-01,2.6273929,0.51125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-07-01,1.7197189,0.11375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-06-01,2.4466935,0.2187501,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-04-01,2.6114926,0.4425001,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-02-01,2.7799264,0.50125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-02-01,1.3559404,0.305,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-04-01,0.9502309,0.06125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-09-01,2.6704384,0.14125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-09-01,1.2622322,0.08875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-06-01,1.7040261,0.3349999,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-07-01,1.1368139,0.05375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-03-01,0.8243641,0.17875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-02-01,2.0731225,0.64375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-12-01,2.1529552,0.30375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-08-01,1.6217269,0.26625,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-04-01,1.5813554,0.53375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-05-01,1.706998,0.63,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2022-08-01,0.5641499,0.01875,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2021-01-01,1.7322959,0.18,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-11-01,1.7659805,0.2087499,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-05-01,2.1931928,0.91,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2018-02-01,2.4160676,0.42375,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2024-01-01,1.3745716,0.2475,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2020-06-01,2.0166098,0.6550001,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-11-01,1.899652,0.3237501,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-05-01,2.0042269,0.14625,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2023-04-01,1.2743373,0.27125,"LB5","LB53",36187
"Beit Menzer","Bcharre","North",2019-01-01,2.1615127,0.47125,"LB5","LB53",36187
"Beit Meri","El Meten","Mount Lebanon",2022-12-01,8.8375613,2.3033125,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-07-01,9.4014684,2.7483155,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-04-01,19.2338117,6.1485694,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-07-01,10.5556998,2.9311804,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-03-01,19.9421501,7.2340939,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-03-01,12.0749848,3.4460774,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-10-01,16.7477458,4.9646927,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-11-01,21.2781415,7.2479363,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-10-01,6.2820267,1.5984736,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-01-01,25.9567897,9.7076437,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-10-01,12.3761357,3.7321414,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-11-01,24.6818264,8.3182145,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-03-01,11.1391455,2.5007918,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-09-01,19.4582437,6.3504861,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-11-01,11.003348,3.1246593,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-06-01,17.82047,5.5335432,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-11-01,7.4400851,1.7802296,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-08-01,15.1765943,4.1972584,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-03-01,26.2460461,9.4526836,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-07-01,25.7507239,10.5583026,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-04-01,19.8368201,6.7094084,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-07-01,25.2187454,8.6233265,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-09-01,25.3082451,9.1777763,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-04-01,28.5910267,10.3126199,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-10-01,25.1798363,8.2979666,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-09-01,24.6268652,9.0715087,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-05-01,27.582962,9.9615636,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-06-01,26.3956092,9.8194482,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-07-01,12.9721453,4.4090865,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-08-01,11.8710554,3.8504489,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-05-01,21.4185097,7.0516506,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-12-01,13.7988729,4.4576572,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-06-01,13.1482917,4.2179424,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-05-01,12.4045765,4.1897579,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-06-01,9.6088404,2.7360261,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-01-01,31.5809566,11.6566114,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-02-01,11.4110153,3.0412346,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-02-01,19.8714904,7.2208467,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-05-01,8.7575956,1.8404653,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-04-01,9.7753765,2.4134275,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-08-01,14.6164695,4.3721062,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-12-01,28.1426385,10.280716,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-01-01,10.9375659,3.4293929,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-05-01,19.0642096,6.4325882,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-06-01,9.9669933,2.5053298,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-07-01,19.3256767,6.7632482,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-12-01,12.5380929,2.835729,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-08-01,23.9752841,9.161761,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-09-01,12.5813873,4.0855984,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-04-01,27.7876101,9.3766715,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-08-01,26.1199369,8.7849671,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-08-01,10.8747036,2.983046,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-02-01,12.9231127,4.525472,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-11-01,11.9543556,3.7608757,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-03-01,24.8040485,9.0365133,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-05-01,11.2276576,2.9571762,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-02-01,23.5198069,8.8233007,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-01-01,30.5112096,11.1667973,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-10-01,24.1773412,8.4419717,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-12-01,22.8792406,7.2347997,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-12-01,26.1087379,11.3007693,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-04-01,13.1021413,5.1326715,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-09-01,12.4928422,3.3895619,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-07-01,15.5787617,4.8043746,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-06-01,24.9303626,9.2242149,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2020-06-01,18.386203,6.0716698,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-02-01,10.1742733,2.6399852,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-09-01,7.0401693,1.8785441,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-08-01,11.9151655,4.2014316,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-02-01,28.8524437,10.1898859,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-01-01,13.4012323,3.3640805,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2022-03-01,11.5136127,3.2481494,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-11-01,24.436428,8.795798,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2021-01-01,22.3773605,8.8221985,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-02-01,28.4172285,10.3277339,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2024-01-01,12.5298765,3.7497793,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-09-01,7.5291521,1.8368034,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2018-03-01,26.7275945,9.8715932,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-10-01,11.1256433,3.2563994,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2019-05-01,27.7894301,10.5501607,"LB3","LB36",22667
"Beit Meri","El Meten","Mount Lebanon",2023-04-01,11.2464493,2.8447267,"LB3","LB36",22667
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-09-01,5.0692759,1.4353913,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-07-01,5.7234892,1.5891197,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-11-01,6.1976138,1.9702278,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-03-01,3.5790126,0.7787358,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-04-01,3.4569409,0.3248534,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-12-01,1.1911081,0.107984,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-05-01,3.4795241,0.8203036,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-11-01,0.9721414,0.0317399,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-07-01,1.8295377,0.3218374,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-04-01,4.2604062,1.7237671,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-03-01,5.3646227,1.8908763,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2023-08-01,1.8900867,0.396587,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-01-01,4.7835282,1.569195,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-10-01,4.8212253,1.4146824,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-05-01,6.3537119,1.9160234,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-06-01,3.9355507,0.6011327,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-12-01,3.2834891,0.6655811,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2024-05-01,3.8177295,1.4258938,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-12-01,6.3166605,2.1019106,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-09-01,6.1761504,2.1353031,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2024-02-01,2.7228535,0.6478088,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-10-01,3.1463529,0.8350683,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-02-01,1.4603688,0.3085551,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2023-12-01,4.1566893,1.2375442,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-11-01,4.8766383,1.1573021,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2024-04-01,3.7290568,0.8736801,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-03-01,4.760029,2.0882614,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-01-01,2.3033362,0.4918047,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2024-09-01,2.6933872,0.6508753,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2023-01-01,1.1912271,0.081918,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-04-01,4.4115704,1.3132373,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-10-01,4.8032138,0.9960536,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-08-01,5.6342505,1.6998764,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2024-03-01,3.6440755,1.1843304,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-04-01,1.6205829,0.0463807,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-06-01,5.4232257,2.0516657,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-12-01,6.182704,2.4811458,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-05-01,4.6184789,1.0856983,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2023-09-01,2.0130455,0.4212755,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2024-07-01,2.742376,0.8824877,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-10-01,0.9563358,0.0519314,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-02-01,3.5629589,0.6512368,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-11-01,4.9554334,1.5778392,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-03-01,4.5957054,1.3867075,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-05-01,1.8271244,0.2404968,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-11-01,2.6312679,0.3954009,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2023-11-01,2.7169952,0.3691734,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2024-06-01,3.1367369,0.866706,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-04-01,6.8347179,2.6562699,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-01-01,5.8680744,1.8798873,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2023-06-01,2.0399065,0.5331726,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2024-08-01,2.7356493,0.6418649,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2022-06-01,1.272206,0.32202,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-02-01,3.1980744,1.0614907,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-01-01,3.9210028,0.890094,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-06-01,5.6811251,1.9998651,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2023-05-01,2.0017488,0.2594375,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2018-07-01,5.1710265,1.3528447,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2021-09-01,3.1197026,0.7878816,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2019-10-01,5.275668,1.6861536,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-12-01,4.9290024,1.1304507,"LB4","LB41",72237
"Beit Yahoun","Bent Jbeil","El Nabatieh",2020-08-01,4.090882,1.2543399,"LB4","LB41",72237
